employee_id,department,remote_working,hours_worked_per_day
E0943,Marketing,Yes,8.6
E0944,Marketing,No,11.3
E0945,Sales,No,7.9
E0946,Sales,Yes,8.3
E0947,HR,No,8.3
E0948,IT,No,9.7
E0949,HR,No,8.6
E0950,Marketing,Yes,7.9
E0951,Marketing,No,6.9
E0952,Sales,No,8.3
E0953,IT,No,9.7
E0954,Marketing,Yes,7.5
E0955,HR,Yes,8.6
E0956,HR,No,8.3
E0957,Marketing,No,9.0
E0958,Sales,No,7.0
E0959,Sales,No,10.8
E0960,Sales,Yes,6.5
E0961,Marketing,No,7.6
E0962,Marketing,Yes,9.1
E0963,IT,No,8.4
E0964,Sales,No,9.0
E0965,Sales,No,7.4
E0966,HR,No,7.9
E0967,Sales,Yes,8.0
E0968,Marketing,No,9.9
E0969,IT,Yes,8.8
E0970,IT,No,9.0
E0971,Sales,No,7.2
E0972,Marketing,Yes,9.2
E0973,Sales,Yes,8.3
E0974,Sales,No,9.7
E0975,IT,No,10.4
E0976,IT,Yes,7.6
E0977,Marketing,Yes,7.5
E0978,HR,Yes,7.0
E0979,HR,Yes,7.8
E0980,Sales,No,7.5
E0981,Sales,Yes,8.4
E0982,Marketing,Yes,7.8
E0983,Sales,No,3.3
E0984,Marketing,No,9.3
E0985,HR,No,6.9
E0986,Marketing,Yes,8.5
E0987,Marketing,No,7.5
E0988,IT,Yes,8.9
E0989,Sales,No,9.7
E0990,HR,Yes,7.6
E0991,IT,Yes,8.5
E0992,HR,No,8.2
E0993,IT,Yes,7.0
E0994,Marketing,Yes,8.3
E0995,Marketing,No,8.3
E0996,Sales,No,8.5
E0997,HR,No,7.8
E0998,Marketing,Yes,8.1
E0999,HR,No,6.6
E1000,Sales,Yes,7.6
E1001,Sales,No,8.7
E1002,Sales,No,9.1
E1003,Sales,Yes,7.5
E1004,Sales,Yes,8.1
E1005,HR,Yes,8.3
E1006,Marketing,No,8.2
E1007,IT,No,8.6
E1008,Sales,No,5.8
E1009,IT,Yes,16.8
E1010,Sales,No,8.3
E1011,IT,No,6.8
E1012,IT,Yes,10.0
E1013,Sales,No,8.2
E1014,Marketing,Yes,9.9
E1015,HR,No,7.1
E1016,Marketing,No,6.9
E1017,Marketing,Yes,8.3
E1018,HR,No,6.0
E1019,Marketing,No,8.3
E1020,HR,Yes,8.1
E1021,IT,No,9.2
E1022,Sales,Yes,8.8
E1023,Sales,Yes,7.5
E1024,HR,No,6.7
E1025,Marketing,No,10.1
E1026,HR,Yes,7.0
E1027,Sales,No,6.7
E1028,Sales,No,6.7
E1029,Sales,Yes,9.3
E1030,IT,No,7.4
E1031,Sales,No,7.1
E1032,HR,Yes,8.2
E1033,Sales,Yes,7.8
E1034,Marketing,Yes,7.2
E1035,IT,Yes,8.9
E1036,HR,Yes,9.3
E1037,IT,No,9.2
E1038,Sales,Yes,8.9
E1039,HR,Yes,8.5
E1040,HR,No,5.9
E1041,Sales,Yes,10.0
E1042,IT,No,8.4
E1043,Sales,No,8.7
E1044,Sales,Yes,9.3
E1045,Marketing,No,9.7
E1046,IT,No,8.5
E1047,Marketing,Yes,8.5
E1048,Marketing,Yes,7.3
E1049,Marketing,Yes,8.0
E1050,IT,No,7.0
E1051,HR,Yes,7.1
E1052,Sales,No,6.9
E1053,Marketing,Yes,7.8
E1054,Sales,Yes,9.3
E1055,Marketing,Yes,11.8
E1056,Sales,Yes,8.2
E1057,Marketing,No,6.4
E1058,Sales,Yes,9.5
E1059,HR,Yes,7.6
E1060,Sales,No,7.2
E1061,HR,No,8.3
E1062,Marketing,No,6.5
E1063,HR,No,8.3
E1064,Sales,Yes,7.9
E1065,HR,Yes,8.1
E1066,Marketing,No,8.5
E1067,Marketing,Yes,8.1
E1068,IT,No,8.0
E1069,Marketing,Yes,8.3
E1070,Sales,No,8.5
E1071,Sales,No,6.8
E1072,IT,Yes,6.3
E1073,IT,Yes,7.9
E1074,Marketing,Yes,6.3
E1075,Sales,No,8.1
E1076,IT,Yes,9.1
E1077,Sales,Yes,8.7
E1078,IT,No,6.7
E1079,Sales,No,7.0
E1080,Sales,Yes,8.4
E1081,IT,Yes,7.5
E1082,Sales,Yes,7.6
E1083,Marketing,Yes,8.7
E1084,Marketing,Yes,6.8
E1085,Sales,Yes,7.5
E1086,Marketing,No,7.0
E1087,HR,Yes,6.7
E1088,Sales,No,7.0
E1089,HR,No,8.8
E1090,HR,Yes,8.1
E1091,Marketing,No,6.9
E1092,HR,Yes,7.7
E1093,IT,No,6.0
E1094,Sales,No,7.1
E1095,Sales,Yes,10.6
E1096,HR,Yes,7.9
E1097,Marketing,Yes,8.9
E1098,HR,Yes,7.9
E1099,HR,No,8.4
E1100,IT,Yes,8.8
E1101,HR,No,6.7
E1102,HR,Yes,8.0
E1103,Sales,Yes,9.9
E1104,IT,Yes,7.0
E1105,Sales,Yes,7.3
E1106,Marketing,No,7.6
E1107,Marketing,Yes,8.3
E1108,HR,No,8.6
E1109,IT,No,9.5
E1110,HR,No,8.6
E1111,HR,Yes,7.9
E1112,Marketing,No,9.5
E1113,IT,No,8.8
E1114,Marketing,No,6.2
E1115,HR,Yes,11.0
E1116,IT,Yes,10.1
E1117,HR,Yes,7.8
E1118,HR,Yes,8.5
E1119,Marketing,No,9.6
E1120,IT,No,7.8
E1121,Marketing,No,8.9
E1122,IT,Yes,9.3
E1123,HR,Yes,6.8
E1124,HR,Yes,7.3
E1125,Sales,Yes,9.1
E1126,IT,Yes,8.6
E1127,HR,No,9.1
E1128,Marketing,Yes,7.8
E1129,Marketing,Yes,7.7
E1130,Sales,No,5.6
E1131,Marketing,No,6.6
E1132,Sales,Yes,8.1
E1133,IT,Yes,9.0
E1134,Marketing,No,8.6
E1135,Sales,Yes,7.8
E1136,HR,Yes,7.7
E1137,Sales,No,8.3
E1138,Marketing,No,8.1
E1139,Sales,No,9.7
E1140,Sales,No,8.2
E1141,IT,No,6.2
E1142,IT,No,6.5
E1143,IT,Yes,9.8
E1144,Sales,Yes,6.6
E1145,Marketing,No,8.9
E1146,IT,No,7.7
E1147,Marketing,Yes,7.8
E1148,IT,No,7.8
E1149,Sales,Yes,9.5
E1150,IT,No,7.8
E1151,Marketing,No,8.0
E1152,Sales,No,6.2
E1153,HR,Yes,8.2
E1154,HR,No,8.6
E1155,Marketing,Yes,8.3
E1156,Sales,Yes,9.7
E1157,Marketing,No,8.1
E1158,IT,Yes,8.4
E1159,Sales,No,10.0
E1160,Marketing,No,6.1
E1161,Sales,Yes,7.5
E1162,Marketing,No,9.7
E1163,Marketing,No,9.1
E1164,Sales,Yes,8.8
E1165,HR,Yes,9.0
E1166,IT,Yes,8.4
E1167,HR,Yes,10.0
E1168,Sales,No,8.5
E1169,IT,No,8.3
E1170,Marketing,Yes,8.2
E1171,HR,Yes,8.2
E1172,Sales,Yes,6.6
E1173,HR,No,8.9
E1174,Sales,Yes,7.8
E1175,IT,Yes,10.2
E1176,HR,No,7.9
E1177,IT,No,8.5
E1178,Sales,No,8.3
E1179,Sales,No,7.2
E1180,Marketing,Yes,9.2
E1181,Sales,No,10.3
E1182,HR,Yes,8.0
E1183,Sales,Yes,7.6
E1184,Sales,Yes,7.6
E1185,Marketing,Yes,5.7
E1186,IT,Yes,7.8
E1187,Sales,Yes,8.3
E1188,Sales,Yes,9.3
E1189,Marketing,Yes,9.2
E1190,HR,No,7.5
E1191,Sales,No,7.7
E1192,IT,Yes,9.3
E1193,Marketing,Yes,7.8
E1194,HR,Yes,7.4
E1195,Marketing,Yes,9.7
E1196,Sales,Yes,9.2
E1197,Sales,No,8.0
E1198,IT,Yes,7.3
E1199,Marketing,No,5.6
E1200,Marketing,No,8.7
E1201,Marketing,No,6.9
E1202,HR,Yes,5.6
E1203,Marketing,Yes,9.9
E1204,Marketing,Yes,8.8
E1205,HR,No,6.6
E1206,IT,No,6.5
E1207,IT,No,9.0
E1208,IT,Yes,1.1
E1209,Marketing,No,9.6
E1210,HR,Yes,8.7
E1211,HR,Yes,8.6
E1212,IT,No,8.5
E1213,Marketing,No,8.2
E1214,IT,Yes,9.1
E1215,Sales,Yes,7.5
E1216,Sales,No,8.1
E1217,Marketing,No,8.9
E1218,IT,No,8.7
E1219,Sales,Yes,6.6
E1220,HR,Yes,7.4
E1221,Marketing,No,8.3
E1222,Sales,Yes,7.5
E1223,Sales,No,10.1
E1224,HR,Yes,7.5
E1225,Marketing,No,7.8
E1226,Sales,No,8.9
E1227,Sales,No,8.4
E1228,Marketing,No,7.8
E1229,Marketing,Yes,7.1
E1230,Marketing,No,8.4
E1231,HR,Yes,9.2
E1232,Sales,Yes,8.6
E1233,IT,Yes,7.1
E1234,Marketing,No,10.1
E1235,IT,Yes,6.3
E1236,HR,No,6.1
E1237,IT,No,9.2
E1238,Sales,Yes,8.3
E1239,HR,Yes,7.3
E1240,HR,No,6.7
E1241,Marketing,Yes,10.8
E1242,Sales,Yes,8.1
E1243,Marketing,Yes,8.6
E1244,Marketing,Yes,8.4
E1245,IT,No,8.5
E1246,Sales,Yes,8.6
E1247,IT,Yes,8.9
E1248,Sales,Yes,13.6
E1249,IT,No,7.7
E1250,Marketing,Yes,5.9
E1251,Marketing,No,7.1
E1252,Marketing,No,8.3
E1253,Sales,No,9.3
E1254,Marketing,Yes,8.7
E1255,Sales,No,7.6
E1256,IT,No,6.5
E1257,IT,No,4.7
E1258,IT,Yes,9.4
E1259,Marketing,Yes,7.3
E1260,Sales,No,7.5
E1261,Marketing,Yes,8.2
E1262,Marketing,Yes,6.3
E1263,Marketing,Yes,7.6
E1264,Sales,Yes,10.4
E1265,Sales,No,8.6
E1266,Marketing,Yes,8.4
E1267,Marketing,No,6.1
E1268,Sales,Yes,10.7
E1269,Marketing,No,6.3
E1270,Sales,No,10.3
E1271,HR,No,5.5
E1272,HR,No,9.7
E1273,IT,Yes,9.9
E1274,IT,Yes,7.0
E1275,Marketing,No,8.5
E1276,Sales,Yes,8.7
E1277,Sales,Yes,7.0
E1278,Marketing,No,6.3
E1279,Marketing,No,6.4
E1280,Sales,Yes,8.6
E1281,IT,No,7.9
E1282,Marketing,Yes,7.3
E1283,Sales,No,9.2
E1284,IT,No,8.6
E1285,Marketing,No,7.1
E1286,HR,Yes,6.6
E1287,IT,Yes,8.6
E1288,IT,No,7.4
E1289,Marketing,No,8.1
E1290,HR,Yes,9.9
E1291,Sales,Yes,8.6
E1292,Sales,No,7.0
E1293,Sales,Yes,8.2
E1294,IT,Yes,6.9
E1295,HR,Yes,9.9
E1296,IT,Yes,7.3
E1297,IT,Yes,8.2
E1298,Marketing,No,8.4
E1299,Marketing,No,8.2
E1300,HR,Yes,5.6
E1301,HR,Yes,2.6
E1302,Marketing,Yes,7.5
E1303,IT,No,8.4
E1304,Marketing,Yes,7.8
E1305,Marketing,No,6.9
E1306,IT,No,6.4
E1307,IT,No,7.5
E1308,HR,Yes,7.4
E1309,IT,Yes,8.6
E1310,Sales,No,7.6
E1311,HR,No,8.7
E1312,Marketing,Yes,7.3
E1313,HR,Yes,7.7
E1314,Marketing,No,7.6
E1315,IT,Yes,7.1
E1316,HR,No,8.8
E1317,IT,No,7.0
E1318,Sales,No,7.4
E1319,Marketing,Yes,7.9
E1320,IT,No,6.4
E1321,HR,Yes,7.6
E1322,Sales,No,7.1
E1323,Marketing,Yes,7.5
E1324,IT,No,7.9
E1325,HR,Yes,7.0
E1326,Marketing,No,7.7
E1327,Sales,No,9.6
E1328,Marketing,No,8.0
E1329,HR,Yes,9.4
E1330,Sales,Yes,8.4
E1331,IT,Yes,8.9
E1332,Sales,No,7.1
E1333,IT,No,8.1
E1334,Sales,Yes,8.2
E1335,Marketing,Yes,7.3
E1336,IT,Yes,7.0
E1337,HR,No,6.2
E1338,HR,Yes,9.8
E1339,Sales,Yes,6.8
E1340,Marketing,No,9.6
E1341,HR,No,7.4
E1342,Marketing,No,7.0
E1343,HR,Yes,8.7
E1344,HR,No,7.2
E1345,Sales,No,8.7
E1346,Marketing,No,7.6
E1347,HR,Yes,8.6
E1348,IT,Yes,6.8
E1349,Marketing,No,9.0
E1350,Marketing,No,8.6
E1351,HR,No,6.9
E1352,Sales,Yes,11.2
E1353,IT,Yes,8.6
E1354,Sales,Yes,10.7
E1355,HR,No,9.9
E1356,HR,Yes,7.8
E1357,IT,Yes,7.5
E1358,IT,Yes,7.5
E1359,Marketing,No,5.8
E1360,Marketing,Yes,7.2
E1361,Marketing,No,8.3
E1362,HR,No,9.8
E1363,Marketing,Yes,7.1
E1364,HR,No,9.1
E1365,Sales,Yes,6.5
E1366,Sales,Yes,7.3
E1367,HR,No,7.5
E1368,IT,No,8.4
E1369,Marketing,No,8.5
E1370,IT,No,9.2
E1371,Sales,Yes,8.9
E1372,HR,No,8.3
E1373,HR,No,8.5
E1374,HR,No,9.9
E1375,HR,Yes,7.4
E1376,Marketing,No,8.9
E1377,Marketing,No,5.8
E1378,HR,No,8.5
E1379,Marketing,No,7.4
E1380,Sales,No,8.0
E1381,IT,Yes,9.2
E1382,Marketing,No,8.2
E1383,Marketing,No,9.1
E1384,IT,No,9.8
E1385,IT,No,8.5
E1386,HR,No,9.4
E1387,IT,Yes,7.6
E1388,Marketing,Yes,8.0
E1389,Marketing,No,7.4
E1390,HR,No,9.3
E1391,Marketing,Yes,8.5
E1392,IT,No,7.4
E1393,Marketing,No,8.2
E1394,HR,No,9.2
E1395,Sales,Yes,8.0
E1396,Marketing,Yes,6.9
E1397,IT,No,8.2
E1398,HR,No,5.6
E1399,HR,Yes,8.9
E1400,Sales,Yes,7.5
E1401,IT,No,7.4
E1402,Marketing,Yes,9.1
E1403,Sales,Yes,6.4
E1404,Marketing,No,10.3
E1405,IT,No,7.4
E1406,Marketing,No,7.4
E1407,Marketing,Yes,9.2
E1408,HR,Yes,8.9
E1409,IT,No,10.9
E1410,IT,Yes,1.3
E1411,HR,No,7.9
E1412,Marketing,No,6.2
E1413,HR,Yes,7.6
E1414,HR,Yes,7.1
E1415,IT,Yes,7.5
E1416,HR,No,5.9
E1417,HR,Yes,10.0
E1418,Marketing,No,6.3
E1419,Marketing,No,4.6
E1420,Sales,No,6.6
E1421,HR,No,7.3
E1422,HR,No,6.6
E1423,HR,No,9.3
E1424,Marketing,Yes,7.8
E1425,HR,No,8.0
E1426,Marketing,Yes,8.7
E1427,IT,No,8.3
E1428,Sales,Yes,9.2
E1429,Sales,Yes,6.7
E1430,HR,No,7.3
E1431,Sales,No,8.8
E1432,HR,Yes,5.0
E1433,Marketing,Yes,6.3
E1434,Sales,No,8.6
E1435,Sales,Yes,7.4
E1436,HR,No,9.1
E1437,IT,Yes,9.0
E1438,IT,Yes,6.6
E1439,Marketing,No,8.5
E1440,Marketing,Yes,9.4
E1441,Marketing,No,8.2
E1442,IT,Yes,6.8
E1443,Sales,Yes,9.1
E1444,Sales,No,8.8
E1445,HR,Yes,8.7
E1446,HR,Yes,8.9
E1447,Sales,Yes,4.4
E1448,IT,Yes,9.1
E1449,IT,Yes,10.2
E1450,IT,Yes,8.5
E1451,HR,Yes,8.2
E1452,IT,Yes,8.8
E1453,Sales,No,8.4
E1454,HR,Yes,8.8
E1455,HR,No,8.0
E1456,Sales,No,7.1
E1457,IT,Yes,6.8
E1458,HR,Yes,6.8
E1459,IT,Yes,6.4
E1460,Sales,No,6.7
E1461,Marketing,No,10.1
E1462,Marketing,No,8.9
E1463,IT,Yes,7.2
E1464,IT,Yes,7.5
E1465,Marketing,Yes,8.1
E1466,IT,No,7.2
E1467,Marketing,Yes,8.1
E1468,HR,Yes,8.9
E1469,Sales,Yes,8.0
E1470,HR,Yes,8.4
E1471,Sales,No,9.1
E1472,IT,No,7.7
E1473,Marketing,No,8.3
E1474,IT,Yes,7.6
E1475,IT,No,8.0
E1476,HR,Yes,7.6
E1477,Sales,No,7.4
E1478,Marketing,No,8.2
E1479,Marketing,No,8.7
E1480,IT,Yes,8.2
E1481,HR,Yes,8.6
E1482,Sales,Yes,7.1
E1483,Marketing,Yes,6.6
E1484,Marketing,Yes,8.5
E1485,IT,Yes,8.8
E1486,Sales,No,8.1
E1487,Marketing,No,9.6
E1488,Sales,Yes,9.1
E1489,IT,No,11.2
E1490,IT,Yes,7.8
E1491,HR,No,6.8
E1492,HR,Yes,7.1
E1493,Marketing,No,7.3
E1494,Sales,No,8.6
E1495,Marketing,Yes,5.4
E1496,Marketing,No,9.6
E1497,HR,No,7.7
E1498,Sales,Yes,7.7
E1499,IT,No,6.7
E1500,Sales,Yes,7.9
E1501,Sales,Yes,8.0
E1502,HR,Yes,7.9
E1503,Marketing,No,8.4
E1504,IT,Yes,7.3
E1505,HR,Yes,6.9
E1506,HR,Yes,8.7
E1507,IT,No,8.1
E1508,Marketing,No,8.2
E1509,Marketing,No,9.3
E1510,IT,No,6.8
E1511,Marketing,Yes,7.0
E1512,HR,Yes,9.5
E1513,HR,Yes,6.2
E1514,Sales,Yes,6.4
E1515,HR,No,9.0
E1516,Sales,No,8.3
E1517,Marketing,No,8.1
E1518,Sales,No,7.9
E1519,Marketing,Yes,8.0
E1520,IT,No,7.9
E1521,Marketing,No,9.6
E1522,IT,Yes,7.5
E1523,Marketing,Yes,7.8
E1524,Marketing,Yes,10.2
E1525,Sales,No,8.0
E1526,Sales,Yes,10.7
E1527,Sales,Yes,7.9
E1528,HR,Yes,9.6
E1529,Sales,No,6.0
E1530,Marketing,Yes,8.2
E1531,HR,No,6.1
E1532,HR,Yes,9.0
E1533,Sales,Yes,6.5
E1534,HR,No,8.3
E1535,Marketing,Yes,7.7
E1536,Marketing,Yes,6.6
E1537,IT,Yes,6.1
E1538,Marketing,No,7.4
E1539,Sales,No,10.1
E1540,IT,No,7.6
E1541,HR,No,9.1
E1542,IT,No,7.9
E1543,IT,No,9.1
E1544,Marketing,Yes,5.8
E1545,Sales,No,7.5
E1546,IT,No,9.1
E1547,Marketing,Yes,7.8
E1548,Marketing,No,7.9
E1549,IT,No,7.5
E1550,Sales,Yes,9.4
E1551,HR,Yes,8.4
E1552,HR,Yes,8.1
E1553,Marketing,No,8.8
E1554,HR,Yes,8.7
E1555,IT,No,8.3
E1556,Marketing,Yes,9.9
E1557,Sales,Yes,7.9
E1558,Sales,Yes,8.3
E1559,Sales,No,7.2
E1560,Sales,No,8.2
E1561,Marketing,Yes,9.9
E1562,Sales,No,7.2
E1563,IT,No,6.6
E1564,Sales,Yes,9.2
E1565,Sales,Yes,7.8
E1566,HR,No,8.1
E1567,IT,No,7.9
E1568,Sales,Yes,8.1
E1569,Sales,Yes,9.0
E1570,IT,Yes,7.0
E1571,Sales,No,6.8
E1572,Marketing,Yes,8.1
E1573,Marketing,Yes,6.1
E1574,Sales,Yes,6.4
E1575,Marketing,No,10.2
E1576,IT,No,8.9
E1577,Marketing,No,8.0
E1578,Sales,No,9.5
E1579,Sales,No,6.8
E1580,Sales,Yes,7.6
E1581,Sales,No,8.7
E1582,IT,No,9.1
E1583,Sales,Yes,8.6
E1584,IT,Yes,5.0
E1585,IT,No,6.8
E1586,Sales,Yes,8.6
E1587,Marketing,No,7.6
E1588,HR,Yes,11.0
E1589,Marketing,No,9.1
E1590,Marketing,Yes,8.7
E1591,Sales,Yes,6.7
E1592,Marketing,No,8.0
E1593,IT,Yes,8.3
E1594,Marketing,Yes,9.4
E1595,HR,No,9.1
E1596,IT,No,9.2
E1597,Marketing,Yes,6.9
E1598,HR,No,13.2
E1599,IT,No,6.3
E1600,Marketing,No,7.4
E1601,Marketing,Yes,8.5
E1602,HR,No,7.8
E1603,HR,Yes,6.8
E1604,IT,Yes,7.0
E1605,HR,Yes,6.1
E1606,Marketing,Yes,8.6
E1607,Marketing,No,9.5
E1608,HR,No,7.9
E1609,HR,Yes,7.5
E1610,HR,No,6.2
E1611,Marketing,Yes,9.1
E1612,HR,No,10.7
E1613,HR,Yes,5.8
E1614,Sales,Yes,6.7
E1615,Sales,Yes,7.2
E1616,Marketing,No,7.3
E1617,HR,Yes,8.3
E1618,Marketing,No,9.9
E1619,Sales,No,9.2
E1620,HR,No,8.6
E1621,IT,No,7.1
E1622,Marketing,No,6.7
E1623,Marketing,Yes,7.0
E1624,HR,Yes,9.9
E1625,IT,Yes,7.9
E1626,IT,No,7.5
E1627,IT,Yes,7.8
E1628,HR,No,9.0
E1629,HR,Yes,6.4
E1630,HR,No,9.7
E1631,HR,No,8.2
E1632,Marketing,Yes,7.7
E1633,IT,Yes,8.5
E1634,IT,No,8.3
E1635,Sales,No,7.6
E1636,IT,No,7.7
E1637,Marketing,No,7.0
E1638,Marketing,No,8.8
E1639,Sales,Yes,7.4
E1640,HR,No,6.9
E1641,Marketing,Yes,8.2
E1642,Marketing,No,9.6
E1643,Sales,No,7.9
E1644,IT,No,7.3
E1645,IT,Yes,8.5
E1646,Marketing,No,10.3
E1647,HR,No,6.3
E1648,Sales,No,8.5
E1649,IT,Yes,8.2
E1650,Marketing,Yes,9.4
E1651,IT,No,9.2
E1652,Marketing,Yes,7.8
E1653,IT,No,6.0
E1654,IT,Yes,9.0
E1655,Marketing,No,7.0
E1656,IT,Yes,6.9
E1657,Marketing,No,9.4
E1658,Sales,Yes,6.9
E1659,IT,Yes,9.7
E1660,HR,No,8.4
E1661,Sales,No,8.4
E1662,HR,No,8.4
E1663,Marketing,No,6.0
E1664,HR,No,5.9
E1665,IT,Yes,8.3
E1666,HR,No,8.7
E1667,HR,Yes,8.1
E1668,IT,No,7.0
E1669,IT,No,8.0
E1670,Sales,No,7.9
E1671,IT,No,6.9
E1672,IT,No,9.2
E1673,Marketing,No,5.9
E1674,IT,Yes,8.7
E1675,IT,No,8.5
E1676,Sales,Yes,9.2
E1677,HR,Yes,6.8
E1678,HR,No,8.1
E1679,Sales,No,10.6
E1680,HR,Yes,8.8
E1681,IT,Yes,8.1
E1682,HR,No,8.6
E1683,HR,No,8.1
E1684,Sales,No,10.6
E1685,HR,No,9.2
E1686,HR,Yes,7.9
E1687,HR,Yes,8.3
E1688,IT,Yes,7.5
E1689,IT,Yes,9.5
E1690,IT,No,6.3
E1691,HR,No,6.1
E1692,HR,Yes,9.8
E1693,HR,No,10.6
E1694,HR,Yes,8.6
E1695,IT,No,8.1
E1696,IT,Yes,8.8
E1697,HR,No,7.2
E1698,Sales,Yes,8.2
E1699,Marketing,No,8.0
E1700,IT,No,8.8
E1701,IT,No,6.1
E1702,IT,Yes,7.4
E1703,IT,No,9.0
E1704,HR,Yes,7.2
E1705,Sales,Yes,6.8
E1706,IT,Yes,10.5
E1707,Marketing,Yes,8.0
E1708,HR,No,7.3
E1709,HR,No,6.0
E1710,Marketing,No,8.9
E1711,IT,No,8.8
E1712,IT,No,7.6
E1713,IT,No,6.7
E1714,Marketing,Yes,8.0
E1715,Sales,Yes,7.0
E1716,Sales,Yes,6.9
E1717,Sales,Yes,7.9
E1718,Marketing,Yes,6.7
E1719,Marketing,No,8.3
E1720,Sales,No,8.7
E1721,IT,Yes,7.0
E1722,IT,No,6.4
E1723,Sales,No,9.9
E1724,Sales,Yes,6.9
E1725,Marketing,No,7.2
E1726,Marketing,No,8.3
E1727,HR,No,8.7
E1728,Marketing,Yes,7.7
E1729,HR,Yes,8.6
E1730,Sales,No,7.5
E1731,Sales,Yes,6.8
E1732,IT,Yes,9.7
E1733,HR,Yes,11.0
E1734,Marketing,No,10.0
E1735,IT,Yes,8.2
E1736,IT,Yes,10.2
E1737,HR,No,8.4
E1738,IT,Yes,7.4
E1739,HR,No,8.6
E1740,HR,Yes,7.9
E1741,Marketing,No,6.8
E1742,Sales,Yes,6.9
E1743,Marketing,No,9.0
E1744,HR,No,5.8
E1745,HR,Yes,8.7
E1746,Marketing,Yes,6.0
E1747,Marketing,Yes,5.5
E1748,IT,Yes,5.8
E1749,IT,Yes,10.4
E1750,IT,Yes,7.8
E1751,Sales,Yes,8.1
E1752,Sales,No,9.7
E1753,Sales,Yes,9.1
E1754,Sales,Yes,6.3
E1755,Marketing,Yes,9.0
E1756,HR,Yes,8.2
E1757,IT,No,7.6
E1758,IT,No,8.0
E1759,HR,No,9.5
E1760,Marketing,No,6.9
E1761,HR,Yes,8.5
E1762,Marketing,Yes,8.0
E1763,HR,No,5.8
E1764,HR,No,7.0
E1765,IT,Yes,8.2
E1766,HR,No,9.6
E1767,IT,No,2.9
E1768,Sales,No,8.7
E1769,Sales,Yes,7.0
E1770,Marketing,Yes,10.2
E1771,IT,No,8.3
E1772,HR,No,6.8
E1773,IT,No,15.9
E1774,Sales,Yes,9.1
E1775,Sales,No,8.0
E1776,IT,No,9.1
E1777,Marketing,No,9.3
E1778,HR,No,8.5
E1779,Sales,Yes,7.0
E1780,IT,Yes,8.2
E1781,Marketing,Yes,8.1
E1782,IT,No,10.2
E1783,HR,No,6.0
E1784,HR,Yes,7.8
E1785,HR,Yes,7.3
E1786,IT,No,8.4
E1787,IT,No,5.1
E1788,HR,No,9.3
E1789,Marketing,Yes,8.0
E1790,Marketing,No,5.8
E1791,HR,No,7.6
E1792,IT,Yes,8.7
E1793,IT,Yes,6.1
E1794,Marketing,Yes,16.0
E1795,HR,No,6.7
E1796,IT,No,7.3
E1797,IT,Yes,8.0
E1798,Marketing,No,8.2
E1799,Sales,No,7.4
E1800,HR,Yes,8.3
E1801,Marketing,No,9.0
E1802,Sales,No,7.7
E1803,Sales,No,9.7
E1804,Marketing,Yes,9.8
E1805,Sales,Yes,7.5
E1806,HR,No,7.2
E1807,IT,Yes,6.0
E1808,Marketing,No,7.8
E1809,HR,Yes,7.6
E1810,Sales,No,8.9
E1811,Sales,No,6.2
E1812,Marketing,No,7.7
E1813,Marketing,Yes,9.2
E1814,IT,Yes,7.1
E1815,Sales,Yes,7.1
E1816,Marketing,Yes,6.3
E1817,Sales,No,11.1
E1818,Sales,No,7.1
E1819,Sales,No,6.4
E1820,Marketing,Yes,7.0
E1821,HR,Yes,7.1
E1822,IT,No,7.7
E1823,HR,Yes,9.0
E1824,Sales,Yes,7.6
E1825,Marketing,Yes,6.9
E1826,Sales,No,6.3
E1827,IT,Yes,8.0
E1828,Sales,No,8.1
E1829,IT,No,9.8
E1830,Marketing,Yes,8.1
E1831,Marketing,Yes,7.9
E1832,HR,No,6.7
E1833,Marketing,No,7.6
E1834,Sales,Yes,7.5
E1835,IT,No,7.6
E1836,Sales,Yes,6.8
E1837,IT,Yes,8.6
E1838,Marketing,No,7.8
E1839,HR,Yes,7.8
E1840,Sales,No,5.9
E1841,Marketing,No,8.6
E1842,HR,No,8.6
E1843,HR,No,7.0
E1844,Marketing,Yes,9.2
E1845,IT,No,6.4
E1846,IT,No,8.0
E1847,IT,No,7.7
E1848,Sales,Yes,6.4
E1849,Marketing,No,8.2
E1850,Sales,No,10.0
E1851,IT,No,8.1
E1852,IT,Yes,7.4
E1853,IT,No,8.5
E1854,Marketing,Yes,8.1
E1855,Marketing,Yes,8.0
E1856,HR,No,7.5
E1857,HR,Yes,9.7
E1858,HR,No,8.5
E1859,IT,No,7.4
E1860,HR,Yes,7.9
E1861,Marketing,No,7.1
E1862,Marketing,Yes,7.3
E1863,HR,Yes,7.2
E1864,Sales,Yes,6.6
E1865,Sales,Yes,8.9
E1866,HR,Yes,7.7
E1867,IT,No,8.7
E1868,IT,Yes,7.2
E1869,HR,No,7.9
E1870,Marketing,No,7.1
E1871,Sales,No,8.9
E1872,Sales,No,7.7
E1873,IT,No,7.1
E1874,HR,No,6.0
E1875,HR,No,8.3
E1876,Sales,Yes,7.1
E1877,Marketing,No,8.0
E1878,Sales,No,7.4
E1879,HR,Yes,9.1
E1880,HR,Yes,8.7
E1881,Sales,No,8.5
E1882,IT,No,7.3
E1883,Sales,Yes,8.6
E1884,IT,Yes,10.1
E1885,IT,Yes,7.0
E1886,Sales,No,8.2
E1887,IT,Yes,6.0
E1888,Marketing,Yes,9.7
